ID	Cat	Site_ID	AKB	E_coord	N_coord	CK	StoneWalls	Pithoi	Мillstones	Area_daa	SiteOffsite	Type	Relative	Absolute	Кат	Полеви	АКБ	X	Y	СК	Зидове	Питоси	Хромели	дка	Вид	Абсолютна	Област	Община	Землище	Топоним	Експедиция	Година_на_регистрация	Начин_на_добиване_на_данните	Начин_на_локализация_и_достоверност_на_координатите	Релативна	Пра.	Палео.	Нео.	РНео.	СНео.	КНео.	Х	РХ	КХ	БЕ	РБЕ	РБЕ1	РБЕ2	РБЕ3	СБЕ	КБЕ	ЖЕ	РЖЕ	РЖЕ1	РЖЕ2	КЖЕ	КЖЕ1	КЖЕ2	А	К	Ел.	РЕл.	КЕл.	РЕ	КА	КРЕ	РВ	Ср.	РСр.	ЗСр.	КСр.	ПБЦ	ВБЦ	Възраждане	Неопр.	Н.в.	Хипсометрия	Експозиция_код	Експозиция	Наклон	СР2201	СР2202	СР2203	СР2204	СР2205	СР2206	СР2207	СР2208	СР2209	СР2210	СР2211	СР2212	СР2022	Форми_релеф_код	Форми_релефа	Параметри_релеф_код	Параметри_релеф	Почви_код	Почви	Възраст_скали_код	Възраст_скали	Литология_скали_код	Литология_скали	Разстояние_Тунджа_3D	Разстояние_Тунджа_2D	Разстояние_Севтополис_3D	Разстояние_Севтополис_2D	Разстояние_извори_3D	Разстояние_извори_2D	Разстояние_реки_3D	Разстояние_реки_2D	PREHIST	PALEO	NEO	EarlyNEO	MidNEO	LateNEO	CHALCO	EarlyCHALCO	LateCHALCO	BA	EBA	EBA1	EBA2	EBA3	MBA	LBA	IA	EIA	EIA1	EIA2	LIA	LIA1	LIA2	ANTIQ	CLASSICAL	HELLEN	EarlyHELLEN	LateHELLEN	RP	LA	LRP	EByz	MA	EMA	HMA	LMA	1BK	2BK	Renaissance	UNIDENT.	Elevation	Aspect	Slope	ASR2201	ASR2202	ASR2203	ASR2204	ASR2205	ASR2206	ASR2207	ASR2208	ASR2209	ASR2210	ASR2211	ASR2212	ASR2022	Geomorphon	Paramscale	Soils	GeoSeries	GeoLitho	TonsBank3D	TonsBanks2D	Seuto3D	Seuto2D	Spring3D	Spring2D	Rivers3D	Rivers2D
104	223			25,226170000	42,601974000	NA	NA	NA	NA	NA		Road	Неопр.		223			25,226170000	42,601974000	нд	нд	нд	нд	нд	Път		Стара Загора	Павел баня	Виден	Калдъръмът/ Мекият път			Литературни данни	Име на местността и описание в посочената публикация	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	397	Хълмист	1	Равен терен	0	27839	46351	92162	132851	171909	179384	178582	149741	105286	59518	31137	21830	1196589	1	Равен	1	Равен	13	Смолници	12	Интрузивни магмени (горен палеозой)	3	Интрузивни магмени	586	585	6584	6553	821	820	333	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	397	1	0	27839	46351	92162	132851	171909	179384	178582	149741	105286	59518	31137	21830	1196589	1	1	13	12	3	586	585	6584	6553	821	820	333	332
176	867			25,258074000	42,634475000	NA	NA	NA	NA	NA		Mound	Неопр.		867			25,258074000	42,634475000	нд	нд	нд	нд	нд	Могила		Стара Загора	Павел баня	Долно Сахране				Топография	Топографска карта М 1:50 000	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	397	Хълмист	5	ЮИ	1	28391	47064	93121	133689	172510	179817	179111	150533	106246	60348	31723	22297	1204849	1	Равен	1	Равен	3	Делувиални	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	1203	1201	4273	4240	170	169	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	397	5	1	28391	47064	93121	133689	172510	179817	179111	150533	106246	60348	31723	22297	1204849	1	1	3	15	1	1203	1201	4273	4240	170	169	45	45
41	887	1047	5510242	25,294759180	42,627400400	NA	NA	NA	NA	NA	Site	Mound	Неопр.		887	1047	5510242	25,294759180	42,627400400	нд	нд	нд	нд	нд	Могила		Стара Загора	Казанлък	Дунавци		Казанлък 2009	1974	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	397	Хълмист	3	СИ	6	25756	43600	88307	129211	168912	176953	175814	146185	101355	56290	28913	20075	1161372	6	Склон	1	Равен	13	Смолници	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	997	957	1399	1365	1007	986	394	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	397	3	6	25756	43600	88307	129211	168912	176953	175814	146185	101355	56290	28913	20075	1161372	6	1	13	15	1	997	957	1399	1365	1007	986	394	382
510	1833			25,467433000	42,606958000	y	y	y	NA	NA		Settlement	КЕл.; РЕ; КА; ЗСр.		1833			25,467433000	42,606958000	да	да	да	нд	нд	Селище		Стара Загора	Казанлък	Черганово	Черковището/ Каракос			Литературни данни	Данни на информатор	КЕл.; РЕ; КА; ЗСр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	397	Хълмист	6	Ю	8	34723	55081	103409	141807	177039	182130	182628	157785	116338	69580	38426	27689	1286636	5	Седловина	1	Равен	9	Псевдоподзолисти	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	4383	4373	13207	13196	320	295	231	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	397	6	8	34723	55081	103409	141807	177039	182130	182628	157785	116338	69580	38426	27689	1286636	5	1	9	15	1	4383	4373	13207	13196	320	295	231	205
372	695	4023	5510082	25,303584770	42,576318500	NA	NA	NA	NA	NA	Site	Mound	Неопр.		695	4023	5510082	25,303584770	42,576318500	нд	нд	нд	нд	нд	Могила		Стара Загора	Казанлък	Горно Черковище	Баталъка	Казанлък 2009	2009	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	398	Хълмист	3	СИ	3	26261	44302	89389	130402	170124	178082	177004	147421	102501	57132	29458	20495	1172570	1	Равен	3	Хлътнал	7	Ненаситени регосоли	12	Интрузивни магмени (горен палеозой)	3	Интрузивни магмени	3911	3875	4342	4303	392	387	163	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	398	3	3	26261	44302	89389	130402	170124	178082	177004	147421	102501	57132	29458	20495	1172570	1	3	7	12	3	3911	3875	4342	4303	392	387	163	159
159	1103	2016	5510201	25,312470130	42,626424370	NA	NA	NA	NA	NA	Site	Mound	Неопр.		1103	2016	5510201	25,312470130	42,626424370	нд	нд	нд	нд	нд	Могила		Стара Загора	Казанлък	Копринка	Деветте могили	Казанлък 2009	2009	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	398	Хълмист	5	ЮИ	1	28418	47099	93173	133742	172560	179862	179159	150586	106300	60390	31751	22320	1205361	1	Равен	1	Равен	1	Алувиално-ливадни	8	Седиментни (палеоген)	1	Седиментни	928	915	1090	1077	533	530	265	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	398	5	1	28418	47099	93173	133742	172560	179862	179159	150586	106300	60390	31751	22320	1205361	1	1	1	8	1	928	915	1090	1077	533	530	265	255
180	226			25,230330000	42,601041000	NA	NA	NA	NA	NA		Mound	Неопр.		226			25,230330000	42,601041000	нд	нд	нд	нд	нд	Могила		Стара Загора	Павел баня	Виден	Реката			Топография	Топографска карта М 1:5000	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	398	Хълмист	1	Равен терен	1	27099	45392	90871	131722	171101	178805	177873	148676	103992	58402	30350	21203	1185486	1	Равен	1	Равен	13	Смолници	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	803	802	6297	6250	1060	1060	58	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	398	1	1	27099	45392	90871	131722	171101	178805	177873	148676	103992	58402	30350	21203	1185486	1	1	13	15	1	803	802	6297	6250	1060	1060	58	58
1006	1146	6075	10007618	25,310568000	42,626342000	NA	NA	NA	NA	NA	Site	Mound	Неопр.		1146	6075	10007618	25,310568000	42,626342000	нд	нд	нд	нд	нд	Могила		Стара Загора	Казанлък	Копринка	Деветте могили	Казанлък 2020		Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	398	Хълмист	6	Ю	1	28394	47071	93139	133722	172560	179872	179164	150572	106268	60357	31727	22300	1205147	1	Равен	5	Изпъкнал	1	Алувиално-ливадни	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	916	903	1010	997	393	389	420	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	398	6	1	28394	47071	93139	133722	172560	179872	179164	150572	106268	60357	31727	22300	1205147	1	5	1	15	1	916	903	1010	997	393	389	420	411
371	694	4022	5510082	25,304978200	42,575335150	NA	NA	NA	NA	NA	Site	Mound	Неопр.		694	4022	5510082	25,304978200	42,575335150	нд	нд	нд	нд	нд	Могила		Стара Загора	Казанлък	Горно Черковище	Баталъка	Казанлък 2009	2009	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	398	Хълмист	3	СИ	2	27506	45913	91559	132304	171490	179065	178205	149216	104676	59006	30781	21549	1191270	1	Равен	1	Равен	7	Ненаситени регосоли	12	Интрузивни магмени (горен палеозой)	3	Интрузивни магмени	3935	3909	4444	4410	242	239	161	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	398	3	2	27506	45913	91559	132304	171490	179065	178205	149216	104676	59006	30781	21549	1191270	1	1	7	12	3	3935	3909	4444	4410	242	239	161	158
234	1385			25,216854000	42,602335000	NA	NA	NA	NA	NA		Settlement	КЖЕ		1385			25,216854000	42,602335000	нд	нд	нд	нд	нд	Селище		Стара Загора	Павел баня	Павел баня	Герена			Литературни данни	Името на местността в кадастралната карта 	КЖЕ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	Хълмист	1	Равен терен	1	27658	46117	91852	132591	171740	179276	178440	149501	104977	59247	30944	21676	1194019	1	Равен	1	Равен	13	Смолници	12	Интрузивни магмени (горен палеозой)	3	Интрузивни магмени	464	462	7316	7288	351	350	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	1	1	27658	46117	91852	132591	171740	179276	178440	149501	104977	59247	30944	21676	1194019	1	1	13	12	3	464	462	7316	7288	351	350	1	1
2	840	1001	5510217	25,246605000	42,627103330	NA	NA	NA	NA	NA	Site	Mound	Неопр.		840	1001	5510217	25,246605000	42,627103330	нд	нд	нд	нд	нд	Могила		Стара Загора	Павел баня	Долно Сахране	Под могилите	Казанлък 2009	2009	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	398	Хълмист	4	И	1	27774	46267	92057	132773	171876	179378	178561	149675	105183	59423	31067	21774	1195808	1	Равен	1	Равен	3	Делувиални	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	877	875	4830	4825	1110	1107	482	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	398	4	1	27774	46267	92057	132773	171876	179378	178561	149675	105183	59423	31067	21774	1195808	1	1	3	15	1	877	875	4830	4825	1110	1107	482	480
235	1386			25,218236000	42,600532000	NA	NA	NA	NA	NA		Mound	Неопр.		1386			25,218236000	42,600532000	нд	нд	нд	нд	нд	Могила		Стара Загора	Павел баня	Павел баня	Герена			Литературни данни	Описание в посочената публикация и топографска карта М 1:5000	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	399	Хълмист	2	С	1	27250	45589	91142	131969	171295	178957	178050	148915	104266	58633	30511	21331	1187907	1	Равен	1	Равен	13	Смолници	12	Интрузивни магмени (горен палеозой)	3	Интрузивни магмени	661	661	7252	7224	344	343	47	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	399	2	1	27250	45589	91142	131969	171295	178957	178050	148915	104266	58633	30511	21331	1187907	1	1	13	12	3	661	661	7252	7224	344	343	47	47
555	208	6023	10006005	25,236764000	42,616333000	NA	NA	NA	NA	NA	Site	Mound	Неопр.		208	6023	10006005	25,236764000	42,616333000	нд	нд	нд	нд	нд	Могила		Стара Загора	Павел баня	Виден		Павел баня, пролет 2018	2018	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	399	Хълмист	6	Ю	1	28567	47291	93428	133960	172708	179962	179285	150789	106554	60612	31910	22446	1207512	1	Равен	1	Равен	12	Сиви горски	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	691	688	5509	5484	608	606	431	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	399	6	1	28567	47291	93428	133960	172708	179962	179285	150789	106554	60612	31910	22446	1207512	1	1	12	15	1	691	688	5509	5484	608	606	431	428
	138		2100769	25,123611110	42,357500000	y	y	NA	NA	4		Fortress	Ср.		138		2100769	25,123611110	42,357500000	да	да	нд	нд	4	Крепост		Пловдив	Брезово	Брезово	Градище			АКБ картон	Координати и скици от АКБ картона	Ср.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	399	Хълмист	2	С	8	24029	41319	85077	126186	166451	174985	173550	143249	98071	53605	27070	18621	1132211	2	Връх	5	Изпъкнал	12	Сиви горски	7	Седиментни (неоген)	1	Седиментни	26602	26298	32509	32274	11764	11712	956	870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	399	2	8	24029	41319	85077	126186	166451	174985	173550	143249	98071	53605	27070	18621	1132211	2	5	12	7	1	26602	26298	32509	32274	11764	11712	956	870
164	1108	2021	5510207	25,319405830	42,633648670	NA	NA	NA	NA	NA	Site	Mound	Неопр.		1108	2021	5510207	25,319405830	42,633648670	нд	нд	нд	нд	нд	Могила		Стара Загора	Казанлък	Копринка		Казанлък 2009	2009	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	399	Хълмист	8	З	6	25989	43909	88743	129626	169258	177234	176128	146590	101800	56653	29163	20271	1165365	6	Склон	1	Равен	3	Делувиални	8	Седиментни (палеоген)	1	Седиментни	1847	1809	2078	2060	329	317	214	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	399	8	6	25989	43909	88743	129626	169258	177234	176128	146590	101800	56653	29163	20271	1165365	6	1	3	8	1	1847	1809	2078	2060	329	317	214	204
130	1382			25,216163000	42,599998000	NA	NA	NA	NA	NA		Mound	Неопр.		1382			25,216163000	42,599998000	нд	нд	нд	нд	нд	Могила		Стара Загора	Павел баня	Павел баня	Дренака			Литературни данни	Описание в посочената публикация; аерофото изображение от 1944 г.	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	400	Хълмист	3	СИ	1	27053	45333	90797	131669	171082	178806	177863	148632	103920	58335	30301	21164	1184957	1	Равен	1	Равен	13	Смолници	12	Интрузивни магмени (горен палеозой)	3	Интрузивни магмени	690	689	7431	7403	166	165	54	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	400	3	1	27053	45333	90797	131669	171082	178806	177863	148632	103920	58335	30301	21164	1184957	1	1	13	12	3	690	689	7431	7403	166	165	54	54
417	1139	4093	5510154	25,336595000	42,623791670	NA	NA	NA	NA	NA	Site	Mound	Неопр.		1139	4093	5510154	25,336595000	42,623791670	нд	нд	нд	нд	нд	Могила		Стара Загора	Казанлък	Копринка		Казанлък 2009	2009	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	400	Хълмист	4	И	4	26594	44721	89924	130819	170350	178191	177175	147791	103023	57614	29810	20778	1176790	5	Седловина	1	Равен	1	Алувиално-ливадни	8	Седиментни (палеоген)	1	Седиментни	1813	1795	2576	2558	856	844	336	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	400	4	4	26594	44721	89924	130819	170350	178191	177175	147791	103023	57614	29810	20778	1176790	5	1	1	8	1	1813	1795	2576	2558	856	844	336	319
44	889	1050	5500098	25,294272220	42,627816400	NA	NA	NA	NA	NA	Site	Mound	Неопр.		889	1050	5500098	25,294272220	42,627816400	нд	нд	нд	нд	нд	Могила		Стара Загора	Казанлък	Дунавци		Казанлък 2009	1974	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	400	Хълмист	4	И	6	26825	44992	90205	130920	170210	177936	176977	147819	103269	57913	30052	20979	1178098	6	Склон	1	Равен	13	Смолници	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	1007	973	1462	1426	1061	1039	397	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	400	4	6	26825	44992	90205	130920	170210	177936	176977	147819	103269	57913	30052	20979	1178098	6	1	13	15	1	1007	973	1462	1426	1061	1039	397	383
160	1104	2017	5510202	25,310993200	42,627180970	NA	NA	NA	NA	NA	Site	Mound	Неопр.		1104	2017	5510202	25,310993200	42,627180970	нд	нд	нд	нд	нд	Могила		Стара Загора	Казанлък	Копринка	Деветте могили	Казанлък 2009; Казанлък 2020	2009	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	400	Хълмист	5	ЮИ	1	28235	46866	92870	133500	172422	179790	179051	150369	106001	60120	31558	22165	1202946	1	Равен	5	Изпъкнал	1	Алувиално-ливадни	8	Седиментни (палеоген)	1	Седиментни	1008	996	1109	1097	478	474	387	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	400	5	1	28235	46866	92870	133500	172422	179790	179051	150369	106001	60120	31558	22165	1202946	1	5	1	8	1	1008	996	1109	1097	478	474	387	377
360	1117	4011	5510088	25,307378330	42,612290000	NA	NA	NA	NA	NA	Site	Mound	Неопр.		1117	4011	5510088	25,307378330	42,612290000	нд	нд	нд	нд	нд	Могила		Стара Загора	Казанлък	Копринка		Казанлък 2009	2009	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	400	Хълмист	9	СЗ	6	26234	44210	89123	129916	169388	177270	176216	146839	102169	57000	29421	20479	1168264	5	Седловина	1	Равен	1	Алувиално-ливадни	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	295	266	377	344	393	385	99	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	400	9	6	26234	44210	89123	129916	169388	177270	176216	146839	102169	57000	29421	20479	1168264	5	1	1	15	1	295	266	377	344	393	385	99	93
155	891	2012	5510196	25,293348000	42,643881900	NA	NA	NA	NA	NA	Site	Unident.	ЖЕ		891	2012	5510196	25,293348000	42,643881900	нд	нд	нд	нд	нд	Неопр.		Стара Загора	Казанлък	Дунавци	Алатлъкът	Казанлък 2009	2009	Теренни издирвания	Посетен на терен и точно поставени координати	ЖЕ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	Хълмист	6	Ю	1	28114	46708	92654	133305	172273	179676	178915	150182	105784	59936	31428	22062	1201039	1	Равен	1	Равен	13	Смолници	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	2644	2624	3038	3034	1136	1134	263	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	6	1	28114	46708	92654	133305	172273	179676	178915	150182	105784	59936	31428	22062	1201039	1	1	13	15	1	2644	2624	3038	3034	1136	1134	263	260
374	1123	4025	5510155	25,330525560	42,615195930	NA	NA	NA	NA	NA	Site	Mound	Неопр.		1123	4025	5510155	25,330525560	42,615195930	нд	нд	нд	нд	нд	Могила		Стара Загора	Казанлък	Копринка		Казанлък 2009	2009	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	401	Хълмист	6	Ю	5	30314	49519	96333	136341	174180	180848	180495	152962	109427	63186	33762	23932	1231298	6	Склон	1	Равен	1	Алувиално-ливадни	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	878	831	1941	1928	301	288	601	586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	401	6	5	30314	49519	96333	136341	174180	180848	180495	152962	109427	63186	33762	23932	1231298	6	1	1	15	1	878	831	1941	1928	301	288	601	586
553	206	6021	10006003	25,232245000	42,617196000	NA	NA	NA	NA	NA	Site	Mound	Неопр.		206	6021	10006003	25,232245000	42,617196000	нд	нд	нд	нд	нд	Могила		Стара Загора	Павел баня	Виден		Павел баня, пролет 2018	2018	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	401	Хълмист	6	Ю	1	28474	47172	93274	133837	172639	179927	179232	150679	106402	60475	31811	22368	1206291	1	Равен	1	Равен	12	Сиви горски	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	874	872	5882	5856	229	227	584	581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	401	6	1	28474	47172	93274	133837	172639	179927	179232	150679	106402	60475	31811	22368	1206291	1	1	12	15	1	874	872	5882	5856	229	227	584	581
386	705	4060	5510074	25,305246670	42,580293340	NA	NA	NA	NA	NA	Site	Mound	Неопр.		705	4060	5510074	25,305246670	42,580293340	нд	нд	нд	нд	нд	Могила		Стара Загора	Казанлък	Горно Черковище		Казанлък 2009	2009	Теренни издирвания	Посетен на терен и точно поставени координати	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	401	Хълмист	7	ЮЗ	4	30025	49155	95869	135977	173981	180749	180341	152639	108973	62768	33456	23685	1227620	6	Склон	1	Равен	7	Ненаситени регосоли	12	Интрузивни магмени (горен палеозой)	3	Интрузивни магмени	3473	3430	3895	3859	450	423	284	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	401	7	4	30025	49155	95869	135977	173981	180749	180341	152639	108973	62768	33456	23685	1227620	6	1	7	12	3	3473	3430	3895	3859	450	423	284	277
137	1383			25,213006000	42,614539000	NA	NA	NA	NA	NA	Offsite	Find	РЕл.		1383			25,213006000	42,614539000	нд	нд	нд	нд	нд	Находка		Стара Загора	Павел баня	Павел баня	Кара-дере			Литературни данни	Име на местността и описание в посочената публикация	РЕл.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	401	Хълмист	9	СЗ	1	27170	45485	91005	131856	171225	178916	177992	148811	104129	58513	30425	21263	1186792	1	Равен	1	Равен	3	Делувиални	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	707	705	7457	7436	333	328	128	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	401	9	1	27170	45485	91005	131856	171225	178916	177992	148811	104129	58513	30425	21263	1186792	1	1	3	15	1	707	705	7457	7436	333	328	128	126
